ID,Experiment Name,BCDCCollection,BossDBURI,SampleType,SpeciesCommonName,SpeciesTaxonomyID,Genotype,SubjectID,Age,Sex,Modality,Technique,Anntomical Structure,ParentSpecimenID,ParentSpecimenType,SubspecimenType,SubspecimenQuantity,Investigator,Description,BICCNDeliveryQuarter,Protocol,Public,Creator,Contributors,DataCreated,DateModified,License,ImageLocation,CoordinateFrame,Version,Channels
X-ray microscope",VIS,AAA,tissue sample,tissue sample,Has not been assigned,Eva L. Dyer,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Judy A. Prasad|Aishwarya H. Balwani|Erik C. Johnson|Joseph D. Miano|Vandana Sampathkumar|Vincent De Andrade|Kamel Fezzaa|Ming Du|Rafael Vescovi|Chris Jacobsen|Konrad P. Kording|Doga Gürsoy|William Gray Roncal|Narayanan Kasthuri|Eva L. Dyer,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,image|pixel_annotation|region_of_interest|unet_microseg|inet_microseg_masked|unet_region|unet_region_16res
Ign,Ign,AAA440,bossdb://morgan2020/Ign/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA441,32d,Unknown,anatomy,Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Josh L. Morgan|Jeff W. Lichtman,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
Wafer_3,Wafer_3,AAA441,bossdb://templier/Wafer_3/,Tissue Sample,Zebrafish,NCBI:txid7955,AAA,AAA442,,Male,anatomy,Silicon Wafers|Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Thomas Templier,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Thomas Templier,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,C1_Beads_488|C1_Beads_546|C1_EM|CLM_546|C1_LM_647|C1_LM_brightfield|C1_LM_contrastedbrightfiled|B6_Beads_488|B6_Beads_546|B6_LM_647|B6_LM_brightfield|B6_LM_contrastedbrightfield|B6_SegmentedLM_64|EM
Wafer1,Wafer1,AAA442,bossdb://templier/Wafer1/,Tissue Sample,Zebrafish,NCBI:txid7955,AAA,AAA443,,Male,anatomy,Silicon Wafers|Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Thomas Templier,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Thomas Templier,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,C1_Beads_488|C1_Beads_546|C1_EM|CLM_546|C1_LM_647|C1_LM_brightfield|C1_LM_contrastedbrightfiled|B6_Beads_488|B6_Beads_546|B6_LM_647|B6_LM_brightfield|B6_LM_contrastedbrightfield|B6_SegmentedLM_64|EM
Wafer3,Wafer3,AAA443,bossdb://templier/Wafer3/,Tissue Sample,Zebrafish,NCBI:txid7955,AAA,AAA444,,Male,anatomy,Silicon Wafers|Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Thomas Templier,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Thomas Templier,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,C1_Beads_488|C1_Beads_546|C1_EM|CLM_546|C1_LM_647|C1_LM_brightfield|C1_LM_contrastedbrightfiled|B6_Beads_488|B6_Beads_546|B6_LM_647|B6_LM_brightfield|B6_LM_contrastedbrightfield|B6_SegmentedLM_64|EM
P3,P3,AAA444,bossdb://wilson2019/P3/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA445,,Unknown,anatomy,Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Alyssa Michelle Wilson,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Alyssa Michelle Wilson|Richard Schalek|Adi Suissa-Peleg|Thouis R. Jones|Seymour Knowles-Barley|Hanspeter Pfister|Jeff W. Lichtman,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em|em
P7,P7,AAA445,bossdb://wilson2019/P7/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA446,,Unknwon,anatomy,Electron microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Alyssa Michelle Wilson,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Alyssa Michelle Wilson|Richard Schalek|Adi Suissa-Peleg|Thouis R. Jones|Seymour Knowles-Barley|Hanspeter Pfister|Jeff W. Lichtman,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em|em
dentateECcagGFP3,dentateECcagGFP3,AAA446,bossdb://ABagemouse/dentateECcagGFP3/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA447,,Unknown,anatomy,,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Joshua T. Vogelstein,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Joshua T. Vogelstein|Eric Perlman|Benjamin Falk|Alex Baden|William Gray Roncal|Vikram Chandrashekhar|Forrest Collman|Sharmishtaa Seshamani|Jesse L. Patsolic|Kunal Lillaney|Michael Kazhdan|Robert Hider Jr.|Derek Pryor|Jordan Matelsky|Timothy Gion|Priya Manavalan|Brock Wester|Chevillet|Eric T. Trautman|Khaled Khairy|Eric Bridgeford|Dean M. Kleissas|Daniel J. Tward|Ailey K. Crow|Brian Hsueh|Matthew A. Wright|Michael I. Miller|Stephen J. Smith|R. Jacob Vogelstein|Karl Deisseroth|Randal Burns,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,Ch0 
bloss16,bloss16,AAA447,bossdb://bloss/bloss16/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA448,10-14wks,Male,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Nelson Spruston,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Erik B. Bloss|Mark S. Cembrowski|Bill Karsh|Jennifer Colonell|Richard D. Fetter|Nelson Spruston,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,channel0|channel1|channel2|channel3|image
bloss18,bloss18,AAA448,bossdb://bloss/bloss18/,Tissue Sample,mouse,NCBI:txid10090,AAA,AAA449,10-14wks,Male,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Nelson Spruston,shifted down 1 plane in the z axis (in comparison to neurodata),2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Erik B. Bloss|Mark S. Cembrowski|Bill Karsh|Jennifer Colonell|Richard D. Fetter|Nelson Spruston,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,channel0|channel1|channel2|channel3|image
drosophilia_melanogaster_third_instar_larva,drosophilia_melanogaster_third_instar_larva,AAA449,bossdb://gerhard2017/drosophilia_melanogaster_third_instar_larva/,Tissue Sample,fly,NCBI:txid7215,AAA,AAA450,6hrs,Female,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,,,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Stephan Gerhard|Ingrid Andrade|Richard D Fetter|Albert Cardona|Casey M Schneider-Mizell,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
Proj4,Proj4,XBrainGTech5,bossdb://XBrainGTech5/Proj4/cells_Pub,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Female,Anatomy,X-Ray Microtomography,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Eva Dyer,X-Ray Microtomography,2022Q3,,True,Department of Biomedical Engineering Georgia Institute of Technology|The Johns Hopkins University Applied Physics Laboratory|University of Chicago,Eva L. Dyer|William Gray Roncal|Judy A. Prasad|Hugo L. Fernandes|Doga Gürsoy|Vincent De Andrade|Kamel Fezzaa|Xianghui Xiao|Joshua T. Vogelstein|Chris Jacobsen|Konrad P. Körding and Narayanan Kasthuri,2017,x/x/xxxx,CC-BY 4.0,,,1,cells_Pub
Proj4,Proj4,XBrainGTech5,bossdb://XBrainGTech5/Proj4/full_vol,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Female,Anatomy,X-Ray Microtomography,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Eva Dyer,X-Ray Microtomography,2022Q3,,True,Department of Biomedical Engineering Georgia Institute of Technology|The Johns Hopkins University Applied Physics Laboratory|University of Chicago,Eva L. Dyer|William Gray Roncal|Judy A. Prasad|Hugo L. Fernandes|Doga Gürsoy|Vincent De Andrade|Kamel Fezzaa|Xianghui Xiao|Joshua T. Vogelstein|Chris Jacobsen|Konrad P. Körding and Narayanan Kasthuri,2017,x/x/xxxx,CC-BY 4.0,,,1,full_vol
Proj4,Proj4,XBrainGTech5,bossdb://XBrainGTech5/Proj4/vessels_Pub,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Female,Anatomy,X-Ray Microtomography,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Eva Dyer,X-Ray Microtomography,2022Q3,,True,Department of Biomedical Engineering Georgia Institute of Technology|The Johns Hopkins University Applied Physics Laboratory|University of Chicago,Eva L. Dyer|William Gray Roncal|Judy A. Prasad|Hugo L. Fernandes|Doga Gürsoy|Vincent De Andrade|Kamel Fezzaa|Xianghui Xiao|Joshua T. Vogelstein|Chris Jacobsen|Konrad P. Körding and Narayanan Kasthuri,2017,x/x/xxxx,CC-BY 4.0,,,1,vessels_Pub
sagittal_100um,sagittal_100um,ara_2016,bossdb://ara_2016/sagittal_100um/annotation_100um_2016,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,annotation_100um_2016
sagittal_100um,sagittal_100um,ara_2016,bossdb://ara_2016/sagittal_100um/annotation_100um_2017,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,annotation_100um_2017
sagittal_100um,sagittal_100um,ara_2016,bossdb://ara_2016/sagittal_100um/average_100um,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,average_100um
sagittal_10um,sagittal_10um,ara_2016,bossdb://ara_2016/sagittal_10um/annotation_10um_2017,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,annotation_10um_2017
sagittal_10um,sagittal_10um,ara_2016,bossdb://ara_2016/sagittal_10um/average_10um,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,annotation_10um_2017
sagittal_10um,sagittal_10um,ara_2016,bossdb://ara_2016/sagittal_10um/nissl_10um,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,nissl_10um
sagittal_25um,sagittal_25um,ara_2016,bossdb://ara_2016/sagittal_25um/annotation_25um_2016,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young dult (56 days old),Male,Anatomy,Situ hybridization and ISH anatomic mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Allen Institute for Brain Science,Situ hybridization and ISH anatomic mapping,2022Q3,,True,Allen Institute for Brain Science,Suvro Datta|Nick R. Dee|Aimee L. Desaki|Tsega Desta|Ellen Diep|Tim A. Dolbeare|Matthew J. Donelan|Hong-Wei Dong|Jennifer G. Dougherty|Ben J. Duncan|Amanda J. Ebbert|Gregor Eichele|Lili K. Estin|Casey Faber|Benjamin A. Facer|Rick Fields|Shanna R. Fischer|Tim P. Fliss|Cliff Frensley|Sabrina N. Gates|Katie J. Glattfelder|Kevin R. Halverson|Matthew R. Hart|John G. Hohmann|Maureen P. Howell|Darren P. Jeung|Rebecca A. Johnson|Patrick T. Karr|Reena Kawal|Jolene M. Kidney|Rachel H. Knapik|Chihchau L. Kuan|James H. Lake|Annabel R. Laramee|Kirk D. Larsen|Christopher Lau|Tracy A. Lemon|Agnes J. Liang|Ying Liu|Lon T. Luong|Jesse Michaels|Judith J. Morgan|Rebecca J. Morgan|Marty T. Mortrud|Nerick F. Mosqueda|Lydia L. Ng|Randy Ng|Geralyn J. Orta|Caroline C. Overly|Tu H. Pak|Sheana E. Parry|Sayan D. Pathak|Owen C. Pearson|Ralph B. Puchalski|Zackery L. Riley|Hannah R. Rockett|Stephen A. Rowland|Joshua J. Royall|Marcos J. Ruiz|Nadia R. Sarno|Katherine Schaffnit|Nadiya V. Shapovalova|Taz Sivisay|Clifford R. Slaughterbeck|Simon C. Smith|Kimberly A. Smith|Bryan I. Smith|Andy J. Sodt|Nick N. Stewart|Kenda-Ruth Stumpf|Susan M. Sunkin|Madhavi Sutram|Angelene Tam|Carey D. Teemer|Christina Thaller|Carol L. Thompson|Lee R. Varnam|Axel Visel|Ray M. Whitlock|Paul E. Wohnoutka|Crissa K. Wolkey|Victoria Y. Wong|Matthew Wood|Murat B. Yaylaoglu|Rob C. Young|Brian L. Youngstrom|Xu Feng Yuan|Bin Zhang|Theresa A. Zwingman,2017,x/x/xxxx,CC-BY 4.0,,,1,annotation_25um_2016
